03Arizona                     0112              22.2485207 856050      4Web                            Web                            Web                            Web                            Web                            Superintendent                                                         Superintendent                                                         Superintendent                                                         Superintendent                                                         Superintendent                                                         1A1111111111111111111C112111122222222122111111222222222C22222AA22222222211111111111111111111121111222222222122211222222122211111222112211223C311211212222122212111222111212222                                                                                                     1222212                                                                                                     1222221 Eduction Ledershi                                                                                   2112
03Arizona                     0185              22.2485207 863320      4Web                            Web                            Web                            Web                            Web                            Curriculum Director                                                    Curriculum Director                                                    Curriculum Director                                                    Curriculum Director                                                    Curriculum Director                                                    1A111111111111112221111121211111222221111C1112112122222212212AA111222222111111111112122222212222AA111222112222222222211122121212C122111112C221112111222211212121221C22AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
03Arizona                     0305              22.2485207 856170      4Web                            Web                                                                                          Web                            Superintendent/Head Teacher                                            Superintendent/Head Teacher                                                                                                                                                                                          Superintendent/Head Teacher                                            1A11111111111111212212112221121122222NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN2211212222121122111111111112212233331111121122121122123333111221222                                                                                                     1221222                                                                                                     1221222                                                                                                     1122
03Arizona                     0334              22.2485207 856050      4Paper (CMS UserID: 13)         Paper (CMS UserID: 13)         Paper (CMS UserID: 13)                                        Paper (CMS UserID: 13)         Superintendent                                                         Superintendent                                                         Superintendent                                                                                                                                Superintendent                                                         CCC111111111111122221111211AA2222222211111111111111111111121111112122222NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN2222222222222122222122221222222233322212221212222212122223111221222                                                                                                     CCCCCCC                                                                                                     1221222                                                                                                     2222
03Arizona                     1037              22.2485207 856170      4Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         shpps                                                                  shpps                                                                  shpps                                                                  shpps                                                                  shpps                                                                  22A112222222111222222222222AA122222232AAAAAAAA111222222222222AA222222CCC2AAAAAAAA111222222222222AA2222222M222CCCCCCCCCCCCCCC122222212221122112132212212221222222233332AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
03Arizona                     1047              14.4290881 856310      2Web                            Paper (CMS UserID: 10)         N/A                            N/A                            Web                            Coordinator                                                            Assistant Superintendent of Elementary Schools                         Assistant Superintendent of Middle School                              Assistant Superintendent                                               Coordinator                                                            1A11111111111111111112122221111222222CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC22111111111111111111121111222122113122111111221111121112222AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
03Arizona                     1067              22.2485207 856050      4Web                                                                                          Web                            Web                            Principal                                                                                                                                                                                                            Teacher                                                                Principal                                                              1A1NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN11111111111111111111111111111121112112211111111112122212222221121211221122222222222221212111112AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
03Arizona                     1160              22.2485207 863320      4Web                            Web                            Web                                                           Web                            Superintendent                                                         Superintendent                                                         Superintendent                                                                                                                                Superintendent                                                         1A1111111111111111121C21211221112222211111111111112221121122122222222222NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN22111122221211222222222222222C2211111222122222222121222222111221222                                                                                                     2AAAAAA                                                                                                     1221222                                                                                                     2222
04Arkansas                    0164              22.2485207 724340      4Web                            Web                            Web                            Web                            Web                            School Nurse                                                           School Nurse                                                           School Nurse                                                           School Nurse                                                           School Nurse                                                           1A1111211111111122222212222AA112222111111111111111111111111111111112111211111111111111112211122222211221212111111222211111111111221111121211111122112112111121111111112AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    0400              14.4290881 718320      2Web                            Web                            N/A                            N/A                            Web                            Superintendent                                                         Health and PE Teacher                                                  Health Teacher                                                         Health Teacher                                                         Superintendent                                                         1A1111111111111122221211112AA11112122CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC111111111221112111121111111111222232121111112C1212112222212AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    0230              14.4290881 716350      2Paper (CMS UserID: 10)         Web                            Web                            Web                            Paper (CMS UserID: 10)         Assistant Superintendent                                               Teacher                                                                Teacher                                                                Teacher                                                                Assistant Superintendent                                               1A11122111111111211111111111111121122111111111111222221112222AA111111112111111111111111121111111111111111122211112222222222222222222222222221212121222222222222222222111221222                                                                                                     2AAAAAA                                                                                                     1221222                                                                                                     2222
04Arkansas                    0254              14.4290881 718320      2Web                            Web                            Web                            Web                            Web                            Head Coach/Athletic Director                                           Teacher                                                                Teacher                                                                Teacher                                                                Head Coach/Athletic Director                                           1A1111111111211222212211212111112211311111121111121111111111111111121112111111111111111111111111222222222121122111222221121211112211112211C233132112212C21112121111111CCCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCC
04Arkansas                    0257              22.2485207 720400      4Web                            Web                                                           Web                            Web                            High School Principal                                                  Principal                                                                                                                                     Teacher                                                                High School Principal                                                  1A11111111111111222111111111111111111MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM11111111111112221111111122211122112211111111121112121221221222121213C333C11122122122211222111111112222                                                                                                     2AAAAAA                                                                                                     2AAAAAA                                                                                                     1112
04Arkansas                    0459              22.2485207 720400      4                                                                                                                            Paper (CMS UserID: 16)                                                                                                                                                                                                                                                                                                     SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    0462              14.4290881 723420      2Web                            Web                            Paper (CMS UserID: 16)         Web                            Web                            k-12 Curriculum Director                                               k-12 Curriculum Director                                               Health and PE Instructor                                               Health and PE Instructor                                               Director of Secondary Education                                        22A111111111222222222222222AA222221221121211111111111112111221CCCCCCCCCC111C11111C11111112212221221111211122222222222222212221222222222212233322222222222222222222221111221222                                                                                                     2AAAAAA                                                                                                     1221222                                                                                                     2222
04Arkansas                    0503              22.2485207 726280      4Web                            Web                            Web                            Web                            Web                            Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               Assistant Superintendent                                               1A1111111111111122222211111AA122222111111111111111222111C111122222222112111111111111122221111111AA2222211121211111111111111111212111111112133333222222222222211111111111221222                                                                                                     2AAAAAA                                                                                                     1221222                                                                                                     2222
04Arkansas                    0553              14.4290881 719010      2Paper (CMS UserID: 11)         Paper (CMS UserID: 11)         Paper (CMS UserID: 11)         Paper (CMS UserID: 11)         Paper (CMS UserID: 11)         Health Teacher                                                         Health Teacher                                                         Health Teacher                                                         Health Teacher                                                         Health Teacher                                                         1A11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111112111111111111111111111111111111111112111111111111111111112AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    0624              22.2485207 724340      4Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         Web                            Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         School Nurse                                                           Elementary ACSI Wellness Chairperson                                   Health Education Instructor                                            Health Education Instructor                                            High School ACSIP Wellness Chairperson                                 1A12AAAAAAAA11112CCCCCCCCCCAACCCCCCCC11111111111111111111111122111121212111111111111111111111111111111111111111111111111111111211111111212C12112221112222121222121121111122222                                                                                                     1112222                                                                                                     1CCCCCC                                                                                                     CC12
04Arkansas                    0951              22.2485207 724340      4Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         Paper (CMS UserID: 10)         SHPPS                                                                  SHPPS                                                                  SHPPS                                                                  SHPPS                                                                  SHPPS                                                                  1A211111111111112111111121111CCCC2111111111111111111111111211111111211121111111111111111111112111111112111211111121111111111122111111112221333332222222222222222211112AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    1031              14.4290881 718320      2Web                            Web                            Web                            Web                            Web                            Assistant Superintendent                                               Nurse                                                                  Nurse                                                                  Teacher                                                                Teacher                                                                1A1111111111111122221211111AA111121112AAAAAAAA222222222222222AA22222222211111111111111111111111122111121112222221222212122121111222112221221111121111112111112211111112AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
04Arkansas                    1088              14.4290881 716350      2                                                                                                                            Paper (CMS UserID: 16)                                                                                                                                                                                                                                                                                                     SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
05California                  0018              14.4290881 932470      2Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         Paper (CMS UserID: 12)         N/A                            Paper (CMS UserID: 12)         shpps                                                                  shpps                                                                  shpps                                                                  shpps                                                                  shpps                                                                  1A211111111111111111111111111222222221CCCCCCCC11111111111111111222222222CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC22222222222222222222222222222222222222122222222222222222222AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
05California                  0033              18.9102064 945090      1Web                            Web                            Web                            Web                            Web                            Educational Services Coordinator                                       Educational Services Coordinator                                       Educational Services Coordinator                                       Educational Services Coordinator                                       Educational Services Coordinator                                       1A2111111111111121111211211112122222311111111111111111111111111212222112111111111111111111111111111111211122211212112221222221122221121222211111212121221212212121111111112222                                                                                                     2AAAAAA                                                                                                     1112221 Adinistrtive Services                                                                               1112
05California                  0089              18.9102064 954050      1Web                            Web                                                                                          Web                            Superintendent                                                         Superintendent                                                                                                                                                                                                       Superintendent                                                         1A21111111111111211112111111111112223NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN2222112222121111211112221112212111111221122222222211121123111221221 Snish, Eductionl Adinistrtion                                                                       1222221 Thetre Arts                                                                                         1222221 MA Ed Adin EdD Ed Mngeent                                                                           2222
05California                  0099              14.4290881 902120      2Web                            Web                            Web                            Web                            Web                            Director Ed. Services                                                  Director Ed. Services                                                  Director Ed. Services                                                  Director Ed. Services                                                  Director Ed. Services                                                  1A11111111111111111112112111122222223111111111111111111211211112222222321111111111111111111111111111112111221111111111111111111121111112111113312122222211112122222112AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
05California                  0104              22.2485207 959700      4Web                            Web                            Web                            Web                            Web                            Superintendent/Principal                                               Principal                                                              Principal                                                              Superintendent/Principal                                               Superintendent/Principal                                               1A22AAAAAAAA112222C122112221122222CCC2AAAAAAAA11222CCC2C112CCAA222222CCC111111111111111111111111112122212221111212121221121112121221111212133313221121212121212111121111212222                                                                                                     2AAAAAA                                                                                                     1222221 eduction                                                                                            2222
05California                  0125              22.2485207 956740      4N/A                            N/A                            N/A                                                           Paper (CMS UserID: 15)         Superintendent/Principal                                               Superintendent/Principal                                               Superintendent/Principal                                                                                                                      SHPPS                                                                  CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2AAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
05California                  0130              14.4290881 932470      2Web                            Web                            Web                            Web                            Web                            Director of Categorical and Alternative Education                      Director of Charter Schools                                            Middle School Principal                                                High School Principal                                                  Registered Nurse Coordinator                                           1A2111111111111121122211111112112222211111C11111112C2111111111111122111211111111111111111111122111222221222111111211111111111111211111211C211111C1111112111111C112122111222122                                                                                                     2AAAAAA                                                                                                     2AAAAAA                                                                                                     1112
05California                  0161              14.4290881 960070      2Web                            Web                                                                                                                         Principal                                                              Counselor                                                                                                                                                                                                                                                                                   1A2111111111111122221211211AA21222222MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN2222212222121222112122221122112111131222112222221221222222MMMMMMMMM                                                                                                     MMMMMMM                                                                                                     MMMMMMM                                                                                                     MMMM
05California                  0190              14.4290881 932470      2Web                            Web                                                                                                                         Superintendent                                                         Superintendent                                                                                                                                                                                                                                                                              1A1111111C111111222122122122211122222NNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN22222222222222222122222222C22C2233333222222222221212123333MMMMMMMMM                                                                                                     MMMMMMM                                                                                                     MMMMMMM                                                                                                     MMMM
05California                  0206              14.4290881 934280      2Web                            Web                            Web                            Web                            Web                            School Nurse                                                           School Nurse                                                           Physical Education Teacher                                             Health Teacher                                                         School Nurse                                                           1A111111111111111111111111111222222112AAAAAAAA1111222112112111122211212211111111111111111CCCCCCC11222222222222222222222222222222222222221223333C22111221111111112221212AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAA
05California                  0251              14.4290881 955310      2Web                            Web                            Paper (CMS UserID: 10)         Web                            N/A                            Health Teacher                                                         Health Teacher                                                         Physical Education and Health Teacher                                  Health Teacher                                                         Assistant Superintendent                                               1A12AAAAAAAA222222222212222AA222222222AAAAAAAA22221111222222211222222222111111111111111111111111111111211122122111111222122212111222121212211211211111121121111111123CCCCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCC
