03Arizona                0112             25.0666667 856050  4Web                         Superintendent                                                           2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA2112221122221112222211111111212111111422221122212221122122211222121221111211211212111222122312233322211222233333331122232223122212AAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
03Arizona                0185             25.0666667 863320  4Web                         Sodexho Manager of Food Services                                         13A1111111112444334333344455555444444233332212222122122211111122111111111111111112211222213132222121211111212112221222221112111221122111121133333333333333333211221121121212AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
03Arizona                0334             25.0666667 856050  4Paper (CMS UserID: 10)      Cafeteria Manager                                                        1111111111114434333333333344444444434233332222222222222221111111111111121151212122221221111112221121111111111111111111111112112131333313222333333331221111114111121111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     CCCC11                                                                                                     
03Arizona                1067             25.0666667 856050  4Web                         Cafeteria Manager                                                        1111111111114334233334333442444444344213332222222122122211111111211211111151212122235222112252221122211111222222221111111112212231222322222223333333331113224112321112AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
03Arizona                1160             25.0666667 863320  4Web                         Superintendent                                                           112A1222221144444343233C334444433444422121C2112221222C2221111122211211111122222122221222211112222111212211211222221C11112222112211333323221C33333333333C333341113211112AAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
04Arkansas               0164             25.0666667 724340  4Web                         School Nurse                                                             112A112221114444433433333343443333334122222222221122222221112222111111111111111112211222121112221211212111112121121212111122211221222333122321222223322222233122221111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     212111 Food Service Director                                                                               
04Arkansas               0400             15.9286395 718320  2Web                         Food Service Director                                                    112A12111211443433332311224344344343422222222222222222C221111122212211111111112212221222121112221212222121221222112222211222212221222323C22333333333333113333211321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222221 Child Nutrition Mnger nd Child Nutrition Director                                                   
04Arkansas               0230             15.9286395 716350  2Web                         Director - Food Services                                                 112A1211221142343233333333444444443442111112222212222222212C2111111211111151111112211211111112111111211111111111111C1111112221122132233322212122112322211C124111111111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222211 ADE Arknss Dertent of Eduction                                                                      
04Arkansas               0254             15.9286395 718320  2Web                         Food Services Director                                                   112A121112114234423422434244444444444212122222222122222221112122211211221151121112221222121112121212211122221111121211111222112331333323222333333333321111133111321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222221 Mngers  directors fro stte                                                                          
04Arkansas               0256             15.9286395 716390  2Web                         Food Service Director                                                    112A111122114423333432233343433334434222222212222122222121212222211211121112222222135221121152211211211111111121121112111221112231322333122231331133331113234112322211112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     212112                                                                                                     
04Arkansas               0257             25.0666667 720400  4Web                         Food Services Director                                                   112A12112211444433333322224144144444321112221222212122222122222221121112112221112221121112211221121122111122221C221112111122212121333323222123333133331111134111321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     212222                                                                                                     
04Arkansas               0374             15.9286395 719010  2Paper (CMS UserID: 11)      SHPPS                                                                    1112111111114344333443333343445333434211112212222222221221111122211211121112111112221221123112211231221122222222221111111112112231333333121333333333333333333111321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     212222                                                                                                     
04Arkansas               0462             15.9286395 723420  2Paper (CMS UserID: 11)      Director of Food Services                                                13A2121112114444444444433444444444444211112C12222222222111112221211211111141212222221CC11C111CC1CC11111121111111111111111112111111111313121333333333111333334211322111CCCCCCCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCC                                                                                                     
04Arkansas               0503             25.0666667 726280  4Web                         Assistant Superintendent                                                 112A111111114244223333333344445443334211112222222222222221112122211111111111111112211222121112221211111111111111111111111111111121222321221123222222332112222122322111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222221                                                                                                     
04Arkansas               0553             15.9286395 719010  2Paper (CMS UserID: 11)      Nutritional Service Director                                             1111111112214444444444444441444443244222222222222222222221111111211111111141112112211222221112222212222222222222221222222222212331232333222333333333333113333111321221121222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222211 AR Stte Mgr Cert.                                                                                   
04Arkansas               0580             15.9286395 722010  2Web                         Director of Child Nutrition                                              111211222221423411332322333132111333412212121212111112C11111112221111111113211111222322222111222111121211111111111111111112121111122233312111133113232111233321131C111112221222122                                                                                                     1222221 Counictions                                                                                         1122222                                                                                                     212221 Stte Director Certifiction  Serv Sfe Snittion                                                       
04Arkansas               0624             25.0666667 724340  4Web                         Food Service Director                                                    112A121112114144423421423444444433434222222222222222222221212122212211111161211212221222112212221122212111212222221212111222212331333333222332333333333333134123321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222111 Serve Sfe                                                                                           
04Arkansas               0951             25.0666667 724340  4Paper (CMS UserID: 10)      SHPPS                                                                    1CCC1211121141444333344333444444444442111222212221222222211121111112111111211111222112111111121111112111111111111211111111221122213333222222232211232121123322112211111122C1221212                                                                                                     1221212                                                                                                     1221212                                                                                                     11211C                                                                                                     
04Arkansas               1031             15.9286395 718320  2Web                         Food Service Director                                                    112A121111114444423433444442443433444212112222222222222211112122111211111112111112215222121112221211212111111111111222111222212321333323221323333131311113334113321111112221221112                                                                                                     2AAAAAA                                                                                                     1221212                                                                                                     211221 licensed Dietitin                                                                                   
05California             0018             15.9286395 932470  2Paper (CMS UserID: 10)      shpps                                                                    112A1111C22142443333442CCC41444CC44442222222222222222222212122222111212221222222221312222122522221212222112222222211112212222112213333231221113311133311133341313212112AAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0033             19.8905491 945090  1Web                         Director, Nutrition Services                                             13A2111112214444424434433341441444444221222212222121222211111111111111121112212112223222212112222121111111111111111111111122122121222223121123331122221112333211111111112221222212                                                                                                     2AAAAAA                                                                                                     2AAAAAA                                                                                                     212212                                                                                                     
05California             0089             19.8905491 954050  1Web                         Superintendent                                                           2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA23322222222212222221121212222221111112222112221122111221221112221222122222222211122112222233122232312222223333CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCCC                                                                                                     CCCCCC                                                                                                     
05California             0099             15.9286395 902120  2Web                         Director Ed. Services                                                    2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA1111222211222211221211111121111111111411111122111211111122111121111112111121211111112122121211111212221112211213121111111111122212AAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0104             25.0666667 959700  4Web                         Operation/Food Supervisor                                                122A111111114434333333444444443443444111112122121121222C21212211112111111142212122111222112112221121211111111121121221111112211231333332122121333133331111111111321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     C22211 ro  ro net                                                                                          
05California             0130             15.9286395 932470  2Web                         Director of School Nutrition Services                                    142A11111111443334332343334344444444421112222222212222211121212121111111114221212222322211325222213122211111111222C111111222112331322331121121331133331113134211322111112211222122                                                                                                     1212222                                                                                                     2AAAAAA                                                                                                     2C2212                                                                                                     
05California             0161             15.9286395 960070  2Web                         Director of Child Nutrition Services                                     1112112212114434424323433341445444444113122212222112222221212122111112121112222222135222212252222121211111112122221111222221222221333222121121331132221112334211321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
05California             0190             15.9286395 932470  2Web                         Secretary                                                                2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA233332222222222222221212222222211123142221122225222212252222122222222222222222222222222222331333333222333333333333333334213321132AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0206             15.9286395 934280  2Web                         Food Service Manager                                                     1111111111114344323434444444443444444211112212222122221111111122211111111141212122221222112152221131112111111111121111111112111121222222221111221122223333114111212211112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
05California             0324             19.0451613 935170  3Web                         Special Project Coordinator                                              112A11222222AAAAAAAAAAAAAAAAAAAAAAAAA233332222222222222221111122222211221122221122215222223252222131222112112211221222221222111221322323122121331133333113134C13322112AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0328             15.9286395 933070  2Web                         Food Service Director                                                    13AC12121212AAAAAAAAAAAAAAAAAAAAAAAAA222222222222222C22221112122221221123112222222135222212252222222212122222122221222221222212231232322112321331133233113234222321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     212211 Hve tken clsses t the locl college to get y AS degree                                               
05California             0386              1.0585936 937211  5Paper (CMS UserID: 16)      Director, Food Services                                                  1411111111114444322343334342311114444111112111111111121111111121111111111142212112213222223112222131111111111111121211111111112321333322121133333133333332333211221111112221122222                                                                                                     2AAAAAA                                                                                                     1122222                                                                                                     222212                                                                                                     
05California             0412             19.0451613 932760  3Web                         Nutrition Services                                                       2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA2222222222222222222212CCC22222222221212222222135222212252222122222222222222221222222222212331333333222333333333333333334233322221112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
05California             0449             15.9286395 960070  2Paper (CMS UserID: 10)      Cafeteria Manager                                                        112A11112111443C4233444334414424443431113322222222122222212121121112121211512121122212222122122221212122211C1212221111111112212321311311122C3333CC33333331CCCC11222111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
05California             0452             15.9286395 953580  2Web                         Principal                                                                2AAA2AAAAAA144444444444444555554434442333322122222222222211111222112111211511121122112221221122212222222222222212122222222222122111221231223112211222111121341313221112AAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0486             15.9286395 930330  2Web                         Assistant Superintendent                                                 13A211211212AAAAAAAAAAAAAAAAAAAAAAAAA131132111112222211111112122111111121152211112211222213112222121212111211111121121121112221231322332122232332233322223234122312211112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222212                                                                                                     
05California             0520             19.8905491 949570  1Web                         PTA President                                                            2AAA2AAAAAA2AAAAAAAAAAAAAAAAAAAAAAAAA211112211222222222222222222222212212112122122234CCCCCC2CCCCCC22222222222222222122222221222332333333222222232331232222314232321132AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0538             19.8905491 910110  1Web                         Manager of Food Services                                                 13A211111111444433444434435555544434413333222222221222222121211211211111112211112221522221315222213111111111111111122211111122222122222212212333111221111333311332222C121221222211 Psychology                                                                                          2AAAAAA                                                                                                     1222212                                                                                                     221222                                                                                                     
05California             0540             15.9286395 906310  2Paper (CMS UserID: 10)      Food Services Director                                                   112A111111114444444444444455555444444111112212212121222121111111111111111112111112223222113212222131111111111111111111111112212221111123121121221122211111314111111111112221221112                                                                                                     1221222                                                                                                     2AAAAAA                                                                                                     222212                                                                                                     
05California             0554             19.8905491 920400  1Web                         Director,Child Nutrition                                                 112A112112114444423444444455555114442211112212222222222221212111112111121142111112211222213252222131212121211122211222212122212221222222222111221232221111324112321111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222211 Serv                                                                                                
05California             0576             15.9286395 932470  2Web                         Director of Nutrition Services                                           1212111111114444434334434455455444444211222222222212222211111112111111121111111112213222113212221131111111111111221111111112112221322322121121221112211111211211111111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222221 Certifiction fro Stte                                                                               
05California             0588              1.0585936 900171  5Web                         Director                                                                 111111111111414433444344445555544444411111111111111111111111111111111111114111111223322221311222113222222222222221222222222222213111113212122233223C331213133113112211112221222122                                                                                                     2AAAAAA                                                                                                     2AAAAAA                                                                                                     222222                                                                                                     
05California             0592             15.9286395 902620  2Web                         Director, Child Nutrition                                                122A111111113444334432444355555444444111131112221212212221111111111111111111112112213211213122222131111111211111111111111111111221212223121222222223221111122111212211112221121212                                                                                                     2AAAAAA                                                                                                     1122212                                                                                                     111112                                                                                                     
05California             0609             25.0666667 959570  4Web                         Food Service                                                             111212112212AAAAAAAAAAAAAAAAAAAAAAAAA212121212221122222221111111212C1C111152221222225221112252211121C111111122CC11111C1C11C221221112132112C2223CCCC222C2221C4CCC32C112AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0642             25.0666667 930660  4Web                         Mesa Union                                                               13A111111111444443444444444443333344311212222221212222222C1111111122111111211121122112C1212212221111211111111222221122111112212211111221222121121112212111121122111111112221222221 rt                                                                                                  2AAAAAA                                                                                                     1212222                                                                                                     222222                                                                                                     
05California             0669             19.8905491 950700  1Web                         Assistant Superintendent/Educational Services                            13A1111111114434323334433355555334434122121222222111122211111121111111121152111112214222112212222121111111111111111111111112112321122221121111221122221112234111112122AAAAAAAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAA                                                                                                     
05California             0670             15.9286395 925530  2Paper (CMS UserID: 12)      Director, Nutrition Services                                             1212111111114434434343314255555114444122212212122122222211111122211111111112222222133CCCC1311CCCC131122111111112111121111212212C21132123222122222223332222333211322111112221122222                                                                                                     2AAAAAA                                                                                                     2AAAAAA                                                                                                     122212                                                                                                     
05California             0181             25.0666667 936020  4Web                         School Lunch Manager                                                     2AAA111211114444334444422245454444424111112222211112222111212111111111123152222122211CCC111112211131111111211111121211111111122211121313112111111111111111121221211111112222AAAAAA                                                                                                     AAAAAAA                                                                                                     AAAAAAA                                                                                                     222211 Cl                                                                                                  
05California             0758             19.0451613 939620  3Web                         Nutrition Specialist                                                     122A111121114444444444444444443444444112112111111111122211211111111111111111111122215CCCC13252222131111211222C22222222221111122321212211112222222222222222111111111111112221212212                                                                                                     1222221 Music                                                                                               2AAAAAA                                                                                                     C22112                                                                                                     
05California             0762             15.9286395 922620  2Web                         Director of Food Services                                                141211111211343443441343335555544144411111211211211111111111111111111111114221212221322221221222C12222112222212222112211112C2223213C3333121122331133331111334231321111112221221212                                                                                                     1222221 Cheistry                                                                                            2AAAAAA                                                                                                     111C11 Childhood Over Weight nd Obesity Secilist with Aericn Dietetic Assocition                           
