04Arkansas                    0580              14.7568601  722010     2Web                    Web                    Director of Counseling                                             Director of Counseling                                                 11111211122211111C11111111C11111112                                                                                                     13                                                                                                     11                                                                                                     1C111211111111111111111111C1111111111111111C11111C111111111C11111111111111C11111111111111111111112212                                                                                                     2AAAAA                                                                                                     112222                                                                                                     2 
04Arkansas                    0624              25.0666667  724340     4Web                    Web                    School Counselor                                                   School Counselor                                                       111111122222111112111221212211C2122                                                                                                     12                                                                                                     11                                                                                                     111111C22222221222121122222122222C22212111111122121111221212222222211112222C12221111111111222AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
04Arkansas                    0951              25.0666667  724340     4Paper (CMS UserID: 10) Paper (CMS UserID: 10) SHPPS                                                              SHPPS                                                                  12122112222233213111111111221221122                                                                                                     14 Eduction Secilist in School Psychology (EdS)                                                        14                                                                                                     221112111211111111111111112112222221122211111211111112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
04Arkansas                    1031              14.7568601  718320     2Paper (CMS UserID: 19) Paper (CMS UserID: 19) Counselor                                                          Counselor                                                              11121CCCCCCC11111111111111111111112                                                                                                     12                                                                                                     1C                                                                                                     CC1111111111111111111111111112211111111111111111111111CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC1C1112222                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
04Arkansas                    1088              14.7568601  716350     2                       Paper (CMS UserID: 16)                                                                    SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0018              14.7568601  932470     2Paper (CMS UserID: 12) Paper (CMS UserID: 12) shpps                                                              shpps                                                                  1111122222212222222112212112222222C                                                                                                     12                                                                                                     12                                                                                                     1122CC222222222222222222222222222222222222222222222221221212222222222222222222222222212112122AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0033              19.4428070  945090     1Web                    Web                    Director, Special Education                                        Director, Special Education                                            1111121222221111122112112C211111112                                                                                                     12                                                                                                     12                                                                                                     1122212111111111111111111111111111111111111111111111111111122112211111111111111111111111111112AAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0099              14.7568601  902120     2Web                    N/A                    Spec. Ed. Director                                                 Spec. Ed. Director                                                     C11C1CCCCCCCCCCCCCC1C1C1CCCCCCCCCCC                                                                                                     C2                                                                                                     1C                                                                                                     CCCCCCCCCCCCCCCCCCCCC11CCCCCCCCCCCCC111111CCCCCCCCCC11CCCC1CCCCCCCCC111CCCCCCCCCCCCCC11C11CCCCCCCCCCC                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
05California                  0104              25.0666667  959700     4Web                    Web                    Counselor                                                          Counselor                                                              11111122222233333221C22222221222222                                                                                                     12                                                                                                     14                                                                                                     12222222222211111112122222222222222222222222222222222122221222221112222222222222222222121222111122221                                                                                                     2AAAAA                                                                                                     112222                                                                                                     1 
05California                  0125              25.0666667  956740     4N/A                    Paper (CMS UserID: 15) Superintendent/Principal                                           SHPPS                                                                  CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC                                                                                                     CC                                                                                                     CC                                                                                                     CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0130              14.7568601  932470     2Web                    Web                    Director of Special Education                                      Director of Special Education                                          11111122222211213221122121221222C23 Puil Personnel Services Credentil                                                                   12                                                                                                     1C                                                                                                     C1222211111211111111111111211122221222211222212121121122221222222222222222222122222C21221122111121222                                                                                                     2AAAAA                                                                                                     121222                                                                                                     1 
05California                  0206              14.7568601  934280     2Paper (CMS UserID: 13) Paper (CMS UserID: 13) School Psychologist                                                School Psychologist                                                    11C1112221111111122122222222111111C                                                                                                     C2                                                                                                     14                                                                                                     C2221122222222222222111222222222111111111111112222111121111212222111111111111111111111111111111121222                                                                                                     122221                                                                                                     121222                                                                                                     1 
05California                  0324              18.3354037  935170     3Web                    N/A                    Superintendent                                                     Superintendent                                                         22222122222233333222222222222222221                                                                                                     21                                                                                                     24                                                                                                     222222222222222222221222222221222222222222222212221222AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAACCCCCCCCC                                                                                                     CCCCCC                                                                                                     CCCCCC                                                                                                     C 
05California                  0328              14.7568601  933070     2Paper (CMS UserID: 10) Paper (CMS UserID: 10) Counselor                                                          Counselor                                                              11111122212212212211212122221111112                                                                                                     12                                                                                                     14                                                                                                     2221A122212111111121111221111122222212212222111222111122221222222121111111211122222221111122111122221 Hun Services                                                                                        2AAAAA                                                                                                     121222                                                                                                     1 
05California                  0333              18.3354037  932760     3                       Web                                                                                       SHPPS                                                                  MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM                                                                                                     MM                                                                                                     MM                                                                                                     MMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMMM2AAAAAAAA                                                                                                     AAAAAA                                                                                                     AAAAAA                                                                                                     A 
05California                  0339              18.3354037  932760     3Web                    Web                    Special Education                                                  Special Education                                                      11111112122212313222222222222222224                                                                                                     22                                                                                                     14                                                                                                     222AA11222222222222222222222222222212222222222222A1112AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA111121212                                                                                                     122221 socil science                                                                                       122221 Secil Eduction                                                                                      2 
