07Connecticut            1152             20.2473690 067160  1Web                         Food Service Director                                                    1111111111114313352211112122111121222222211221122111222222222111111111111112
08Delaware               1023             23.9490446 199470  4Web                         Principal                                                                1111111CC1444413113222222222221111221222222222211222222222222222222221333332
10Florida                0070             16.4229172 324560  2Paper (CMS UserID: 10)      Executive Director of HR                                                 111221121124223ACC221111111CC11CCCCCCCCCCCC221122222222222221111211222AAAAA2
10Florida                0122              0.9894530 333011  5Web                         Executive Director                                                       111111111144423A4A22111111211CCCCC122211112221212111121122221212111121121222
10Florida                0931             16.4229172 329600  2Web                         Executive Director of Human Resources                                    111221121141223A4A3222222221111211222221122221112121112222221122221122AAAAA1
10Florida                0753             16.4229172 347440  2Web                         Employee Wellness Specialist                                             1111111111312211452111111111121111111111111111111111121122121112121111111111
10Florida                0761              0.9894530 334061  5Web                         Wellness Coordinator                                                     111111111141223A4A2211111111111111111111111111111111111121111111111111111111
11Georgia                0147             23.9490446 304530  4Web                         School Nurse                                                             111111121144423A4A2211112222211222221222222222222211222222222222222222AAAAA2
11Georgia                0245             23.9490446 398370  4Web                         Benefits Coordinator                                                     111111111133223A4A2211112221111211222222122222221221222222221212121112AAAAA2
11Georgia                0351             23.9490446 304530  4Web                         School Nutrition Director                                                1111111221CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC
11Georgia                0366             16.4229172 301610  2Web                         Chief of Academics                                                       111221111144423A4A3222222222211222222222222221222222222222222222222222AAAAA2
11Georgia                0432             16.4229172 302860  2Web                         Director Human Resources                                                 11122111112C223A4A3212122221211221222222222221212CC1CC2122221212222221CCCCC2
11Georgia                0505             23.9490446 305290  4Web                         Financial Director                                                       111221111124223A4A2222222222211211222222222222222222222222222C22222222AAAAA2
11Georgia                0506             23.9490446 304670  4Web                         Fed. Progs.                                                              111221111142423A4A22222222222111222222C2222221221222222221221212222222AAAAA2
11Georgia                0654             23.9490446 398370  4Web                         Superintendent                                                           112111111144443A4A2222222222221222222222222221221222222222221221222222AAAAAC
11Georgia                0897             16.4229172 301610  2Web                         Director of Food and Nutrition Services                                  111111111144443A4A3222222222221222222222222221222222222222222222222222AAAAA2
11Georgia                0929             23.9490446 318060  4Web                         Health/Fitness Coordinator                                               1111CCCCC1CCCCCCCC32111CCCC22CCC11CCCCCCCCCCCCC2CC22CCCCCCCCCCCCCCC222AAAAAC
11Georgia                0941             23.9490446 304670  4Web                         Director of Food Services                                                1111111111222122222222222222211111222222222221222222222221222222222222AAAAA2
11Georgia                0945             23.9490446 398370  4Web                         Middle/HS Nurse                                                          111111111144443A4A2222222222221211222222222222222222222222222222222222AAAAA2
11Georgia                0954             23.9490446 300250  4Web                         Human Resources Officer                                                  1111211111222222213222222222221212221222222221222221222222222222222221222222
11Georgia                1018             23.9490446 318060  4Web                         Payroll/Benefits                                                         111111111122223A212222222221111111121222222222111221222222221111111111222222
11Georgia                1027             23.9490446 304530  4Web                         Superintendent                                                           111111111142223A4A3222222222211211222222222222222222222222221212222222AAAAA2
11Georgia                1032             16.4229172 302860  2Web                         Deputy Superintendent                                                    111121111124223A4A2222222222221212222222222222222222222222221222222222AAAAA2
13Idaho                  0698             23.9490446 836550  4Web                         School Nurse                                                             111111111144243A4A2222222222122111222222222221212222221122222222222212AAAAA2
13Idaho                  0771             23.9490446 836550  4Web                         Business Manager                                                         111211111144223A4A2211112221122212222222211221212122222122122222222221323312
13Idaho                  1051             16.4229172 833300  2Web                         High School Teacher                                                      111211111144443A4A2221222221122211222222122221211221112122112122122121333321
14Illinois               0019             16.4229172 620950  2Web                         Director of Human Services                                               1211111221114411412222222222221222222222222222222222222222222222222222AAAAA2
14Illinois               0091             20.2473690 601620  1Web                         Assistant Superintendent for Business Services                           1211111CC111443A4532C1112222211C12222222222221222211222222222222212222AAAAA2
14Illinois               0094             20.2473690 604030  1Web                         Superintendent                                                           111111111111441141211111111111111111C111111111122111222222211211222112AAAAA2
14Illinois               0741             19.5496689 624650  3Web                         Superintendent                                                           1112211CC1123214CC3222222222221111222222222221222222222222222222222222AAAAA2
14Illinois               0149             16.4229172 626440  2Web                         Superintendent                                                           1111111111122211412121111112211111221212111221111112112122112222222221323231
14Illinois               0154             20.2473690 612820  1Web                         Superintendent                                                           1112111221114411413222222222121122121222222221211222222222221122222222AAAAA2
14Illinois               0166             20.2473690 605610  1Web                         District Book Keeper                                                     1111111111122211422221112222211112222222222222222212222222222222222222AAAAA2
14Illinois               0175             20.2473690 604030  1Web                         Business Manager                                                         1111111111444411423222222222221111121122222222222122222222222222222222AAAAA2
14Illinois               0184              0.9894530 606031  5Web                         Senior Comp & Benefits Analyst                                           C111111C11C1443A4232222222222C121122222222222222C11C222222222222222221111112
14Illinois               0308             20.2473690 605610  1Web                         Superintendent                                                           1111111211242413452222222222211111222112211222222122222222222222222222AAAAA2
14Illinois               0221             20.2473690 605610  1Paper (CMS UserID: 12)      Assistant Superintendent                                                 111111111114443A452211112212221221221222222221221111222222222221222222AAAAA2
14Illinois               0315             16.4229172 620950  2Web                         Superintendent                                                           111221111112223A452222122222211111121212222221221222222222221222122221113312
14Illinois               0321             16.4229172 620590  2Web                         High School Nurse                                                        111111111111441C4C2122112222221111221212222222221122112222221121122222AAAAA2
14Illinois               0353             20.2473690 608050  1Web                         Assistant Superintendent                                                 1111111221144411413212122222212212222222222221212222222222222222212221222222
14Illinois               0352             20.2473690 608050  1Web                         Superintendent                                                           1112111211444422C122C2222221111111121112222221111111112122112222222121113222
14Illinois               0362             23.9490446 628890  4Web                         Superintendent                                                           1111111111124213452222222222211C11221112222222222222222222222222222222AAAAA2
14Illinois               0399             20.2473690 612820  1Web                         Director of Operations                                                   1112221211144411423221112112211111221212211221122211212222222211222112AAAAA2
14Illinois               0401             20.2473690 601520  1Web                         Superintendent                                                           1111111111114413452211112221111111221211121221111111111122111122221111111211
14Illinois               0413             20.2473690 605270  1Web                         Superintendent                                                           11121111111444144A2222222222C111112221122222212221222222222C22222222C2AAAAA2
14Illinois               0471             20.2473690 601620  1Web                         A.P                                                                      1111111111144413453222222222211122222212222222222222222222222222222222AAAAA2
14Illinois               0220             20.2473690 605270  1Web                         Assistant Superintendent of Business Services                            111111111114243A452211112221111111121111111222221111222222222222222222AAAAA2
14Illinois               0514             23.9490446 628890  4Web                         Superintendent                                                           1111111111142413412222222221211111222112222221222222122222111212222222AAAAA2
14Illinois               0532             20.2473690 604770  1Web                         SHPPS                                                                    1111111221124211452222222222211111221222222221221222212222222222222222AAAAA2
14Illinois               0242             20.2473690 605610  1Web                         Director of Special Services                                             111111111112423A453211112222211111222212222222122222221222112212212221111121
14Illinois               0568             19.5496689 617530  3Web                         District Nurse                                                           111221122114441142322222222222221222222222C222222222222222222222222222AAAAA2
14Illinois               0611             20.2473690 601520  1Web                         Superintendent                                                           1112211111124211413222222221111111222112222221212221222222222222C22121113332
14Illinois               0610             20.2473690 601520  1Web                         Special Education Director                                               1112122221144413412211112221111111122222122C22211211111121111112222221111111
14Illinois               0491             20.2473690 626640  1Web                         Social Worker                                                            1111111221144413412222222222211111222112222C21221222222222222222222222AAAAA2
14Illinois               0639             19.5496689 626650  3Paper (CMS UserID: 12)      District Secretary                                                       1112212221124211113222222222222222222222222221222222CC222222222222222CCCCCCC
14Illinois               0719             20.2473690 626640  1Web                         Principal, Georgetowne Middle School                                     1111111111144411423222222222211111222C22222222222222222222222222222222AAAAA2
14Illinois               0726             20.2473690 600260  1Web                         Assistant Sup. of Business Affairs                                       1111111111144413412211112221111111111111111111111112112122111111221111111111
14Illinois               0879             19.5496689 617530  3Web                         District Secretary                                                       11122111111C221121222222222211111222C22C222121211222222222112212C21211111112
14Illinois               0739             23.9490446 628890  4Web                         Principal                                                                1111122221144213413222222222211211222112222111122222222222222222222222AAAAA2
14Illinois               0128             20.2473690 605270  1Web                         School Nurse                                                             1C111C111112223A412222222222211111222222212221222122222222221222222212AAAAA2
14Illinois               0777             20.2473690 626640  1Web                         Director of Human Resources                                              1112111211144413423222222222211111222122222221221222222222222222222222AAAAA2
14Illinois               0776             20.2473690 626640  1Web                         Director of Business Operations                                          1111111111144411252111111112211111222222222221221111211222222212222222AAAAA2
14Illinois               0794             16.4229172 616040  2Web                         Superintendent/Principal                                                 11122111111444144A3222222222211111221222222221C22222222222222122212212AAAAA2
14Illinois               0796             19.5496689 626650  3Web                         Superintendent                                                           11122112111242114222222222222112112221122222212222212222C2222222222222AAAAA2
14Illinois               0797             16.4229172 616040  2Web                         Superintendent                                                           1212121111144413413222222222211222222222222222222222222222222222222222AAAAA2
14Illinois               0799             20.2473690 605270  1Web                         Superintendent                                                           1111111211144413421221112212211111221222222221211112222222222222222222AAAAA2
14Illinois               0880             20.2473690 601520  1Web                         Business Manager                                                         111221111112223A413222222222211211222212222222222221222222222222222222AAAAA2
14Illinois               0898             23.9490446 628890  4Web                         Superintendent                                                           2AAAAAAAA1144411453222222222222222222222222222222222AAAAAAAAAAAAAAAAA2AAAAA2
14Illinois               0948             20.2473690 612820  1Web                         Superintendent                                                           1112211111142213452211111111111112122112222211222211222122122212221112AAAAA2
14Illinois               0967             20.2473690 626640  1Web                         Superintendent                                                           1111111111144411412222222222211111221222222222221222222222222222222222AAAAA2
14Illinois               0986             20.2473690 625630  1Web                         Administrative Assistant to HR                                           111221121114343A453111111121111111121112111111111221212222221111111111111212
14Illinois               0219             20.2473690 604770  1Web                         Health Coordinator                                                       11121212214444134C2212122222211112222222222221211212121122112222222221111212
14Illinois               1077             19.5496689 626650  3Web                         Superintendent                                                           11C111CCC11442CCC11222222222222222222222222222222222AAAAAAAAAAAAAAAAA2AAAAA2
14Illinois               0494             20.2473690 605040  1Web                         SHPPS                                                                    1111111111114411422111112222212111222222211121111111212222222112211221222222
14Illinois               1155             16.4229172 620950  2Web                         Superintendent                                                           1211121221123411413222222222211111222222222221222222222222222222222222AAAAA2
14Illinois               1165             20.2473690 605450  1Web                         Assistant Superintendent                                                 1111111111244413452211112222211111222112222221211211111112112212222121111232
15Indiana                0228             20.2473690 478420  1Paper (CMS UserID: 12)      Payroll/Benefits                                                         111221111144423A4A2222222221111112222222222221111221222222222222222121311312
15Indiana                0422             20.2473690 475860  1Web                         Treasurer                                                                111111111144443A4A3222222222221222222222212222221122222222222222222222AAAAA2
15Indiana                0541             20.2473690 463500  1Web                         Head Nurse                                                               1112111CC14C4C3A4A3221212222111111CCC11CCCCC2CC21CC1CCCCCCCC11CCCC11CCCC1C1C
15Indiana                0577             20.2473690 474410  1Web                         Nurse                                                                    11111CCCC144443A4A2222122222221122122221222111122CCCCCCCCCCCC11CCC1CCCCCCCCC
15Indiana                0711             19.5496689 467330  3Web                         Safe Schools Director                                                    11112111114424222322211122222211112222C2222221211112222222221211222222AAAAA2
15Indiana                0717             20.2473690 478420  1Web                         Director of Business Affairs                                             111111122242423A4A2211112222212112222222222221212121212122211222221111111312
15Indiana                0507             19.5496689 465740  3Web                         Treasurer/Business Manager                                               111111111142423A4A2222222222221122222222222221222222222222222222222222AAAAA2
15Indiana                0875             20.2473690 474410  1Web                         Exec. Asst. to Superintendent                                            1112111111424222252222222221111211121221111222211121212222222212222121111111
15Indiana                0876             16.4229172 473700  2Web                         Benefits Specialist                                                      111111111144443A4A3222222222222211222222211222212121222222221222222222AAAAA2
15Indiana                0911             23.9490446 471700  4Web                         Superintendent                                                           11111111112222222522222222211111111211111222C1211122112122112212221111333322
15Indiana                0936             23.9490446 471700  4Web                         School Nurse                                                             111221111142223A4A2222122222211111222222222222222221222222222222222222AAAAA2
15Indiana                0975             20.2473690 475860  1Web                         School Nurse                                                             111111121142423A4A2221112222212112222212222221222222222222222212222222AAAAA2
15Indiana                1061             19.5496689 465740  3Web                         Human Resources Officer                                                  111121121142423A4A2222222222221111222222222121222111221222222222222122AAAAA2
15Indiana                1116             23.9490446 471700  4Web                         School Nurse                                                             112111222142413A4A3222222222221211222222222221212221221222221222222222AAAAA2
16Iowa                   0014             20.2473690 505110  1Web                         Superintendent                                                           111111111112223A4A2111111112211212212111211221222212222222222112212222AAAAA2
16Iowa                   0023             20.2473690 502010  1Web                         CFO                                                                      111211111214423A4A2221122212212222222222211221221111222222222222222221333332
16Iowa                   0549             19.5496689 504590  3Web                         School Nurse K-12                                                        111221111112423A4A2222222222222211222222222221221122222222222222222222AAAAA2
16Iowa                   0690             20.2473690 502010  1Web                         Superintendent                                                           111221111114223A4A2222112221111211122222122221211212112122111111211112AAAAA2
16Iowa                   0170             19.5496689 504590  3Web                         School Nurse                                                             111C11111114443A4A2222222222222211222222222221211222222222222222222222AAAAA2
16Iowa                   0765             19.5496689 500720  3Web                         School Nurse                                                             1111211111121222253222222222211212222222222221222222222222221222222222AAAAA2
16Iowa                   0905             19.5496689 504590  3Web                         Health Associate                                                         1111122221124213412222222222221211222222222211222222112212221121222221223221
16Iowa                   1069             19.5496689 500720  3Paper (CMS UserID: 10)      Business Manager                                                         111CCCCCC112223A452222222222221112222112222221221222CCCCCCCCCCCCCCCCC2AAAAA2
17Kansas                 0066             19.5496689 660860  3Web                         Superintendent                                                           1112221111244411423122222222211221222222222222211222222222222222221222AAAAA2
17Kansas                 0069             16.4229172 667130  2Web                         Superintendent                                                           121112111112423A413111112111112211122222C22221212222221122121112122222AAAAA2
17Kansas                 0342             23.9490446 674490  4Web                         Board Clerk                                                              1112211111122213453222222222222222222222222222222122222222222222222222AAAAA2
17Kansas                 0716             16.4229172 664360  2Web                         Office Manager                                                           1112211CC1424222252222222221111211222222111221211122222222222111222212AAAAA2
17Kansas                 0208             16.4229172 673370  2Web                         Physical Education Teacher                                               1C111CC1C1144413412211112222222211222221222CCCC22212222221221122222222AAAAA2
17Kansas                 0255             20.2473690 671330  1Web                         Director of Finance                                                      111121121122223A4A3222222221211111222222122222212221212222222222222122AAAAA2
17Kansas                 0466             23.9490446 674490  4Web                         Board Clerk                                                              111111111122223A452222222222111111121222112111111222222222221122221222AAAAA2
17Kansas                 0475             16.4229172 664360  2Web                         Superintendent                                                           111C111111144213452222222222222222222222221212221221221221222222222222AAAAA2
17Kansas                 0492             16.4229172 673370  2Paper (CMS UserID: 12)      shpps1                                                                   111111111114443A41221111111112111122212112222121222111C1CC112112221111121212
17Kansas                 0172             23.9490446 674490  4Web                         Board Clerk                                                              1122221211122213252222222222222221221221222221211222222222222222222222AAAAA2
17Kansas                 0735             19.5496689 677490  3Web                         School Nurse                                                             1112211111424222413222122221122112222222222222221222222222221222222222AAAAA2
17Kansas                 0751             19.5496689 664510  3Web                         Superintendent                                                           11111111111414131522222222222111212222C2222221221222222222222222222222AAAAA2
17Kansas                 0924             19.5496689 664510  3Web                         District Nurse                                                           11121111111444134522111122222211112222222212212122122222222212221C2221111212
17Kansas                 0759             19.5496689 677490  3Web                         Principal                                                                1CCCCCCCC1244411453222222222211122222222222221222222222222221222222222AAAAA2
17Kansas                 0787             19.5496689 677490  3Web                         Superintendent                                                           11122111111212131C2222222222211122222222222221222222222222221112222222AAAAA2
17Kansas                 0899             20.2473690 671330  1Web                         Human Resources Director                                                 1111111111142213453222222222211111222222211221112122222211221221221122AAAAA2
17Kansas                 0810             19.5496689 665380  3Web                         District Nurse                                                           111221111114443A133222222222222211222222222222222222222222222222222222AAAAA2
