Iowa                 16   Childrens' Mental Health Consultant                                                  Web  Social and Mental Health Consultant                                                 Web 11111111111111111112C111111CCC111CC1C111CCC111111111CCCC1C1CCCC1CCCCCCCCCCCCCCCCCCC111C111111222122212                                                   122212                                                   122212                                                   2
Kansas               17   Education Program Consultant, Counseling Services                                    Web  Education Program Consultant, Counseling Services                                   Web 11111111111121222121211111121112211221111111111111111111C112222111211111111111211111111111111222111212                                                   122221political science                                  112212                                                   1
Kentucky             18   Children's Branch Manager                                                            Web  Children's Branch Manager                                                           Web 222222212221111121221122111121111122122222211211111122211C121111222221111111111112211111112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Louisiana            19   Education Program Consultant                                                         Web  Education Program Consultant                                                        Web 222222221111111111121111112222211121112222221222222222222222222222222122122222222212111121111222122122                                                   121222                                                   122122                                                   1
Maine                20   Student Leadership Team Consultant                                                   Web  Keeping Maine's Children Connected                                                  Web 111111111111211121121111111111111111112222211111111111111111111111111111111111121111111111111122121211History                                            2AAAAA                                                   122212                                                   1
Maryland             21   Specialist, Psychological Services                                                   Web  Specialist, Psychological Services                                                  Web 22222222111121121222111111122C1111111221CCC11C1C111CC11111C1111CCCCCC1CC1C1111CCCC111C11112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Massachusetts        22   Director, Learning Support Ser                                                       Web  Director, Learning Support Ser                                                      Web 12111C111211111212121331311111111121111112222121C222212212121222121111221222222222122222222AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Michigan             23   Mental Health Consultant                                                             Web  Mental Health Consultant                                                            Web 111111111111211111122111112221112121111221122222112222112212211222122211111111111111112111111222122122                                                   2AAAAA                                                   122122                                                   1
Minnesota            24   Education Specialist, School Health Svcs                                             Web  Education Specialist, School Health Svcs                                            Web 1111111111111111211211221112211111211112222111111111121122121112221111111111111112222111212AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Mississippi          25   Coordinated School Health Director                                                   Web  Coordinated School Health Director                                                  Web 1111111111111111111211111111111111111111111111111111111111111111111111111212111112111111112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Missouri             26   Director of Guidance and Counceling                                                  Web  Director of Guidance and Counceling                                                 Web 11111111222221122222113C31CCCCC1C1C1C1CCC1CCCC1C1C1CCC11CCCCCCCCCCCCC1C11CCCC1CCCCCCCCC11C2AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Montana              27   Division Administrator                                                               Web  Division Administrator                                                              Web 1222122112121112112212221122211111211112222222121112212222222222222221221222222222222122212AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Nebraska             28   School Counseling Specialist                                                         Web  School Child Health Program Manager                                                 Web 11111111111122122222C1111C11111111C11111122C1111111111111C111111111111111C11C11CC11111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Nevada               29   Health Education Program Professional                                                Web  Health Education Program Professional                                               Web 2222222222222211122222222222222222222222222222222222211222112122221111111122222222211111122AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
New Hampshire        30   Systems Specialist                                                                   Web  Systems Specialist                                                                  Web 222222222222212222222333332222222222222222222222C222222222222222222222222222222222222121222AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
New Jersey           31   Coordinator, Safe and Drug Free Schools                                              Web  Coordinator, Safe and Drug Free Schools                                             Web 11111111111111111112111111111C111CC111CCCCC1111111111111111111111111111111111111111111C1112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
New Mexico           32   Asst. Dir., School/Family Support Bureau                                             Web  Asst. Dir., School/Family Support Bureau                                            Web 11111111111111111112111111112111111111221121111111121111111211112211111111111111111111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
New York             33   HIV Coordinator                                                                      Web  HIV Coordinator                                                                     Web 121122122212211212222112111111112121112122222C211222211212C221121122211112222222221111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
North Carolina       34   Allied Health Consultant                                                             Web  Allied Health Consultant                                                            Web 111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111222122221Nursing                                            2AAAAA                                                   122221Public Health                                      2
North Dakota         35   Principle Investigator, Director                                                     Web  Principle Investigator, Director                                                    Web 2222222222222111122222222212221222222222222222222222222222222222222111122222222222222121222AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Ohio                 36   Assistant Deputy Director, Office of Children, Families and Prevention               Web  Assistant Deputy Director, Office of Children, Families and Prevention              Web 1111122112111112211211211122221112C12221121221221122221122222C1222C221111122222222111111112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Oklahoma             37   Director, Community Based Services                                                   Web  Director, Community Based Services                                                  Web 222222222CCC22112221C222222222111221222C2221111111C12C2CCCCCCCCCCCCCCCC11C1111111CC11111C12AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Oregon               38   Sexuality Education Specialist                                                       Web  Sexuality Education Specialist                                                      Web 11211121222211111222122221222111122221111121111111221211212111122211111111112111222222112112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Pennsylvania         39   Chief, Division of Student Services                                                  Web  Chief, Division of Student Services                                                 Web 2C111111111121222222111131121111122112222222212211222211112111112112222211122211122111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Rhode Island         40   HIV/Sexuality Specialist                                                             Web  HIV/Sexuality Specialist                                                            Web 12211221122111111112113111122211122111222222C1211122211112122211221112211222222222212211212AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
South Carolina       41   Program Coordinator of School Based MH                                               Web  Program Coordinator of School Based MH                                              Web 21121121111111111222222221122211112111112112112211221222222222122222211112122111211211211112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
South Dakota         42   Division of Community Behavioral Health                                              Web  Division of Community Behavioral Health                                             Web 111111111111111111121131112222111111111111111211121121111212111222111111111111111221111111CCCCCCCCCCCC                                                   CCCCCC                                                   CCCCCC                                                   C
Tennessee            43   State CSH Coordinator                                                                Web  State CSH Coordinator                                                               Web 1121112112211111122211111112111111111121122111111111111122222122111111111111111111111111112AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Texas                44   Specialist                                                                           Web  Specialist                                                                          Web 1121111111112111111211121111211222211122222111212211221112212112111111111122222221111111222AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Utah                 45   Educational Specialist                                                               Web  Educational Specialist                                                              Web 1111111111111111111111221122221111211112111112221122222112111111222221111111111111111111111C1222122212                                                   122212                                                   122212                                                   2
Vermont              46   Student and Educator Support Coordinator                                             Web  Student and Educator Support Coordinator                                            Web 11111111111111111122211111121211111111221111111111111111211111111111111111111111111111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Virginia             47   Student Services Specialist                                                          Web  Student Services Specialist                                                         Web 11111111111111111112111C1112221111CC112122211222222222111122222111111111111CCCCCC11111111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Washington           48   Program Supervisor, Mental Health, Compassionate Schools and Readiness to Learn      Web  Program Supervisor, Mental Health, Compassionate Schools and Readiness to Learn     Web 111111111111111111122111111222111121112222111111111121111111111111111111111111111111111111111222122212                                                   121222                                                   2AAAAA                                                   2
West Virginia        49   Coordinator, School Health Services                                                  Web  Coordinator, School Health Services                                                 Web 1111111111111111111221121111211112111111112111111111111C11111111221111111111C1111111C1111112AAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
Wisconsin            50   Consultant, School of Social Work                                                    Web  Dir, Student Services, Prevention Team                                              Web 22222222111111111222111211112111212111111221CCC111CCC1111C1CC1CCCCC111111C1CCCCCCC11C11111111222122221human biology                                      2AAAAA                                                   122212                                                   2
Wyoming              51   Mental Health Consultant                                                             Web  Mental Health Consultant                                                            Web 22221222222212111221222222122C222222221222211222111221122212222222222111C122221222222222222AAAAAAAAAAA                                                   AAAAAA                                                   AAAAAA                                                   A
