"These data are consistent with data reported to CDC for Abortion Surveillance -- United States, 2010 found at http://www.cdc.gov/mmwr/pdf/ss/ss6208.pdf",,State of Maternal Residence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,State,Alabama,Alaska,Arizona,Arkansas,California**,Colorado,Connecticut,Delaware,District of Columbia,Florida**,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland**,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire**,New Jersey,New Mexico,New York (City and State),North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,US Territory,Canada,Mexico,Other foreign country,Out-of-state (exact residence unknown),Unknown residence,Total by location of service
,Georgia,926 ,0 ,--,--,--,--,--,0 ,--,185 ,"31,045 ",--,0 ,--,--,0 ,--,--,--,0 ,--,--,--,--,78 ,--,0 ,--,--,0 ,--,--,--,182 ,0 ,--,--,--,--,0 ,"1,464 ",--,448 ,--,0 ,--,--,--,--,--,0 ,--,--,0 ,--,0 ,0 ,"34,585 "
,Hawaii,--,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,"3,038 ",0 ,0 ,--,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,--,"3,064 "
,Idaho,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,435 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,50 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,"1,510 "
,Illinois,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"38,622 ",356 ,0 ,0 ,62 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,027 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,433 ,0 ,0 ,0 ,0 ,0 ,172 ,187 ,"41,859 "
,Indiana,0 ,0 ,--,0 ,--,0 ,--,--,0 ,--,--,0 ,0 ,214 ,"9,572 ",0 ,--,116 ,0 ,--,0 ,0 ,59 ,--,--,--,--,0 ,0 ,0 ,0 ,0 ,--,--,0 ,--,0 ,0 ,--,0 ,0 ,0 ,--,--,0 ,0 ,--,--,0 ,--,0 ,0 ,0 ,0 ,--,0 ,--,"10,048 "
,Iowa,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"4,375 ",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,995 ,--,"5,399 "
,Kansas,0 ,0 ,--,--,--,--,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,"4,183 ",0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,"4,077 ",0 ,--,--,0 ,0 ,0 ,0 ,--,0 ,0 ,--,0 ,--,0 ,--,--,--,--,0 ,0 ,--,--,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"8,333 "
,Kentucky,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,399 ,0 ,0 ,"3,433 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,58 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,"3,929 "
,Louisiana,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"7,211 ",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,242 ,"1,419 ","8,872 "
,Maine,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,229 ",0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,--,0 ,--,"2,311 "
,Maryland**,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,Massachusetts,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,"19,382 ",--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,701 ,719 ,"20,802 "
,Michigan,--,--,--,0 ,--,0 ,0 ,0 ,0 ,--,--,0 ,0 ,--,294 ,0 ,--,--,--,0 ,--,0 ,"22,754 ",0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,--,--,0 ,171 ,--,0 ,--,0 ,--,0 ,--,--,0 ,0 ,--,0 ,--,--,0 ,0 ,--,0 ,0 ,0 ,--,"23,307 "
,Minnesota,0 ,0 ,--,0 ,--,--,0 ,0 ,0 ,--,0 ,--,0 ,--,0 ,--,--,--,--,0 ,0 ,0 ,--,"10,570 ",--,0 ,--,--,--,0 ,0 ,0 ,--,0 ,51 ,0 ,--,0 ,--,0 ,0 ,--,0 ,--,0 ,0 ,0 ,--,0 ,759 ,0 ,0 ,--,0 ,0 ,0 ,0 ,"11,505 "
,Mississippi,--,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,"2,251 ",0 ,0 ,0 ,--,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"2,297 "
,Missouri,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,--,0 ,0 ,481 ,--,--,--,--,0 ,0 ,0 ,0 ,0 ,--,0 ,"5,633 ",0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,163 "
,Montana,0 ,--,--,0 ,--,--,0 ,0 ,0 ,--,--,0 ,59 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,892 ",--,--,--,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,0 ,--,0 ,0 ,--,0 ,--,--,0 ,0 ,159 ,0 ,--,0 ,0 ,0 ,0 ,"2,160 "
,Nebraska,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,185 ,--,0 ,0 ,0 ,0 ,0 ,--,--,0 ,--,--,"2,192 ",0 ,0 ,0 ,0 ,0 ,0 ,--,--,--,0 ,0 ,0 ,0 ,--,--,--,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,"2,464 "
,Nevada,0 ,--,178 ,0 ,119 ,--,--,0 ,0 ,--,--,--,--,--,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,"7,083 ",0 ,0 ,0 ,--,--,0 ,--,0 ,--,0 ,0 ,--,0 ,--,--,107 ,--,--,--,0 ,--,--,--,0 ,0 ,0 ,0 ,251 ,"7,787 "
,New Hampshire**,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
,New Jersey,0 ,0 ,0 ,0 ,--,--,--,60 ,--,--,--,--,0 ,--,--,0 ,0 ,0 ,--,--,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,"26,787 ",0 ,199 ,--,0,--,0,--,1060,--,--,0,--,--,--,0,--,0,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"28,217 "
,New Mexico,0 ,--,--,--,--,--,0 ,0 ,0 ,--,--,--,0 ,--,--,0 ,--,--,--,0 ,0 ,0 ,--,--,0 ,--,0 ,0 ,--,0 ,--,"4,478 ",--,0 ,0 ,--,--,--,--,0 ,0 ,0 ,--,158 ,--,0 ,--,--,0 ,--,0 ,0 ,--,--,0 ,--,--,"4,779 "
,New York State,0 ,0 ,0 ,0 ,--,--,106 ,0 ,--,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,--,--,0 ,0 ,--,0 ,--,0 ,--,64 ,0 ,"30,479 ",--,0 ,--,0 ,--,518 ,0 ,--,0 ,--,--,0 ,--,--,--,0 ,0 ,0 ,0 ,--,--,--,706 ,0 ,"31,974 "
,New York City,0 ,0 ,--,0 ,--,--,193 ,--,--,--,--,--,0 ,--,--,0 ,0 ,--,--,--,--,--,--,--,--,--,0 ,0 ,0 ,--,"1,535 ",--,"80,841 ",--,0 ,--,--,--,210 ,--,--,0 ,--,--,--,--,--,0 ,--,--,--,--,--,0 ,98 ,0 ,559 ,"83,750 "
,North Carolina,--,--,--,--,--,0 ,--,--,--,--,145 ,--,0 ,--,--,0 ,--,--,--,--,--,0 ,--,0 ,--,--,0 ,0 ,--,--,--,0 ,--,"25,200 ",0 ,--,0 ,0 ,--,0 ,"4,285 ",0 ,86 ,--,0 ,--,903 ,--,--,--,--,0 ,0 ,0 ,0 ,0 ,125 ,"30,952 "
,North Dakota,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,349 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,888 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,"1,291 "
,Ohio,0 ,--,--,--,--,--,--,0 ,--,--,--,0 ,0 ,--,372 ,0 ,--,911 ,0 ,--,--,--,98 ,0 ,0 ,--,0 ,0 ,0 ,0 ,--,0 ,--,--,0 ,"26,322 ",0 ,0 ,123 ,0 ,--,0 ,--,--,0 ,0 ,--,--,--,--,0 ,0 ,0 ,0 ,0 ,185 ,0 ,"28,123 "
,Oklahoma,0 ,0 ,--,115 ,--,--,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,0 ,181 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,117 ,0 ,0 ,--,0 ,--,--,--,0 ,0 ,--,"5,641 ",0 ,--,--,--,0 ,0 ,--,0 ,0 ,--,--,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"6,097 "
,Oregon,0 ,0 ,--,0 ,--,0 ,0 ,0 ,--,--,0 ,--,--,0 ,0 ,0 ,0 ,0 ,--,--,0 ,--,0 ,--,0 ,0 ,--,0 ,--,0 ,0 ,0 ,--,--,0 ,--,0 ,"8,936 ",--,0 ,0 ,0 ,0 ,--,--,0 ,--,955 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,--,"9,990 "
,Pennsylvania,0 ,0 ,0 ,0 ,0 ,0 ,0 ,166 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,473 ,0 ,--,0 ,0 ,343 ,0 ,0 ,"35,227 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,443 ,0 ,0 ,0 ,0 ,0 ,--,53 ,0 ,"36,778 "
,Rhode Island,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,--,0 ,764 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,--,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,"3,367 ",0 ,0 ,0 ,--,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,"4,181 "
,South Carolina,--,0 ,0 ,0 ,--,0 ,--,0 ,0 ,--,91 ,0 ,--,--,--,0 ,0 ,--,--,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,--,0 ,--,0 ,--,108 ,0 ,--,--,0 ,--,0 ,"6,198 ",0 ,--,--,0 ,0 ,--,--,--,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,"6,464 "
,South Dakota,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,65 ,0 ,--,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,637 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,737 
,Tennessee,58 ,0 ,0 ,726 ,--,--,0 ,0 ,0 ,--,80 ,0 ,0 ,--,--,0 ,0 ,880 ,--,--,--,--,--,--,"2,021 ",70 ,0 ,0 ,--,0 ,--,0 ,--,--,0 ,--,--,--,--,0 ,--,0 ,"12,369 ",--,0 ,0 ,66 ,--,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"16,373 "
,Texas,--,--,--,--,--,--,0 ,0 ,0 ,--,--,--,--,--,--,--,--,0 ,697 ,--,--,--,--,--,--,--,--,--,--,--,--,527 ,--,--,0 ,--,426 ,--,--,0 ,--,0 ,--,"74,830 ",--,0 ,--,--,0 ,--,--,--,--,476 ,--,0 ,212 ,"77,463 "
,Utah,0 ,0 ,--,--,0 ,--,0 ,0 ,0 ,--,0 ,--,168 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,--,--,"3,446 ",--,0 ,--,0 ,0 ,115 ,0 ,0 ,0 ,--,0 ,0 ,"3,780 "
,Vermont,0 ,--,0 ,0 ,--,--,--,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,"1,239 ",0 ,0 ,--,0 ,0 ,0 ,--,0 ,--,0 ,--,"1,333 "
,Virginia,--,0 ,--,--,--,--,--,--,262 ,--,--,0 ,0 ,--,--,0 ,--,--,--,--,836 ,--,--,--,--,0 ,0 ,0 ,--,--,--,--,--,486 ,--,--,0 ,0 ,--,0 ,--,--,--,--,--,0 ,"24,090 ",--,76 ,--,0 ,0 ,0 ,0 ,--,0 ,0 ,"25,943 "
,Washington,0 ,161 ,--,0 ,--,0 ,0 ,--,--,--,--,--,444 ,--,--,--,--,--,--,0 ,--,0 ,--,--,0 ,--,--,0 ,--,0 ,0 ,--,--,--,0 ,--,--,274 ,--,0 ,0 ,0 ,0 ,--,--,0 ,0 ,"20,099 ",0 ,--,--,0 ,--,0 ,--,0 ,--,"21,124 "
,West Virginia,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,--,--,0 ,0 ,0 ,0 ,0 ,0 ,120 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,--,0 ,104 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,0 ,0 ,--,0 ,"1,750 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"1,999 "
,Wisconsin,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,159 ,--,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"7,591 ",0 ,0 ,0 ,0 ,0 ,--,0 ,"7,825 "
,Wyoming,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,--,0 ,0 ,0 ,0 ,0 ,0 ,--
,Total by residence,"9,601 ","1,837 ","11,342 ","4,849 ",339 ,"10,207 ","13,379 ","3,790 ","1,657 ",509 ,"31,486 ","3,063 ","2,147 ","39,491 ","11,043 ","4,643 ","4,498 ","5,590 ","7,998 ","2,251 ","2,266 ","20,398 ","23,152 ","11,033 ","5,861 ","12,122 ","1,920 ","2,277 ","7,167 ",93 ,"28,991 ","5,193 ","111,848 ","26,055 ",968 ,"27,039 ","6,231 ","9,279 ","37,738 ","3,480 ","11,991 ",797 ,"13,310 ","75,151 ","3,598 ","1,260 ","25,906 ","21,096 ","2,323 ","8,816 ",734 ,--,137 ,481 ,211 ,"3,099 ","83,896 ","765,651 "
"""--""  Reporting area did not report, or data not reportable by CDC.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"** Reporting area did not report, or only reported by occurrence; because abortion numbers by residence are available only from other reporting areas where residents obtained abortions, data by state of maternal residence should be interpreted with caution. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
